text,label
আমাদের পুরো পরিবার আজ অসহায় লাগছে কারণ চাকরিটা হাতছাড়া হয়ে গেল।,sad
অন্যায় দেখে আমি ভীষণ রকম ক্ষোভ প্রকাশ করছি এবং এই চরম অন্যায় আমি কোনোভাবেই মেনে নেব না।,angry
পরীক্ষার পর আমি অত্যন্ত সফল হয়েছি কারণ পরীক্ষায় জিপিএ ৫ পেয়েছি।,happy
আজ আমাদের মন দারুণ উজ্জ্বল হাসছি এবং সবার সাথে আনন্দ ভাগ করে নিচ্ছি।,happy
সে সাধারণত খবরের কাগজ পড়েন এবং তারা দলগত আলোচনা সভার আয়োজন করেছে।,neutral
আমার সহকর্মী মন থেকে সহ্য করতে পারছি না কারণ সবাই আমার নামে ষড়যন্ত্র করছে।,angry
সে টেবিলের ওপর বই ও কলম রাখেন এবং সাধারণ জীবনযাপন করতে ভালোবাসেন।,neutral
আমি খুবই আনন্দিত কারণ চাকরিটা অবশেষে পেয়ে গেলাম।,happy
আজ আমার মেজাজ চরমভাবে ক্ষুব্ধ কারণ তোমার অপমানজনক আচরণ সীমা ছাড়িয়েছে।,angry
আমাদের টিম ভীষণ রকম আশঙ্কায় আছি এবং ঐ অন্ধকার ও ভূতুড়ে বাড়িটার সামনে দিয়ে যাওয়ার সাহস নেই।,fear
আমার পরিবার অনেক কান্না পাচ্ছি এবং চারপাশটা অন্ধকার ও শূন্য লাগছে।,sad
তারা নিয়মিত অফিসের কাজ করেন যা অত্যন্ত প্রয়োজনীয় একটি উপাদান।,neutral
আমার পরিবার ভীষণ আনন্দিত কারণ আমাদের সব চেষ্টা সফল হয়েছে।,happy
আজকে আমি একা ভীষণ কষ্ট পাচ্ছি এবং মনে শুধু একাকীত্ব ও শূন্যতা বিরাজ করছে।,sad
আজ আমাদের মন অনেক শঙ্কিত বোধ করছি কারণ মনে হচ্ছে কেউ ঘরের দরজায় নক করছে।,fear
আমরা আজকে ছবি তুলতে পছন্দ করেন যা স্বাস্থ্যের জন্য অনেক উপকারী।,neutral
বিপদের মুখে আমি অনেক গা শিউরে উঠছে এবং অজানা কোনো বিপদের আশঙ্কায় কাঁপছি।,fear
আমার পরিবার মন থেকে একাকীত্বে ভুগছি এবং মনে শুধু একাকীত্ব ও শূন্যতা বিরাজ করছে।,sad
"আমার বন্ধু দারুণ ভালো লাগছে কারণ বাবা সুন্দর একটি উপহার দিয়েছেন, ধন্যবাদ।",happy
তিনি প্রতিদিন গাছপালা আমাদের ফুটবল খেলতে যান কারণ এটি আমাদের দেশের প্রধান রাজধানী।,neutral
আজকে আমি একা ঘরে খুবই আতঙ্ক গ্রাস করছে কারণ মনে হচ্ছে কেউ ঘরের দরজায় নক করছে।,fear
আমাদের টিম ভীষণ বুক কাঁপছে এবং ঐ গভীর জঙ্গলে একা রাত কাটাতে পারবো না।,fear
আজ আমাদের মন সত্যিই বুক কাঁপছে কারণ পরীক্ষার ফলাফল কী হবে তা বুঝতে পারছি না।,fear
আমার ছোট ভাই আতঙ্কের সাথে অস্বস্তি বোধ করছি এবং ঐ গভীর জঙ্গলে একা রাত কাটাতে পারবো না।,fear
আমার বড় ভাই ভীষণ রকম অপমানিত বোধ করছি কারণ সবাই আমার নামে ষড়যন্ত্র করছে।,angry
আজকে আমি একা অনেক কষ্ট পাচ্ছি এবং চারপাশটা অন্ধকার ও শূন্য লাগছে।,sad
আজ আমার মন মন থেকে দুঃখিত এবং চারপাশটা অন্ধকার ও শূন্য লাগছে।,sad
ঢাকা বাংলাদেশের নিয়মিত অক্সিজেন দিয়ে পরিবেশ রক্ষা করেন এবং সাধারণ জীবনযাপন করতে ভালোবাসেন।,neutral
আজ আমার মেজাজ সত্যিই উত্তেজিত হয়েছি কারণ সবাই আমার নামে ষড়যন্ত্র করছে।,angry
আজ আমাদের মন অসাধারণ উচ্ছ্বসিত এবং সবার সাথে আনন্দ ভাগ করে নিচ্ছি।,happy
আমাদের টিম চরম হাত পা ঠাণ্ডা হচ্ছে এবং ঐ গভীর জঙ্গলে একা রাত কাটাতে পারবো না।,fear
শিক্ষকেরা ক্লাসে সাধারণত বই ও কলম রাখেন কারণ এটি তাদের দৈনন্দিন রুটিন।,neutral
সে নিয়মিত সাইকেল পরিষ্কার করেন এবং তারা দলগত আলোচনা সভার আয়োজন করেছে।,neutral
আজকে আমি একা ঘরে খুবই আশঙ্কায় আছি কারণ সামনের অতল গহ্বর দেখে মাথা ঘুরছে।,fear
আজ আমাদের মন আতঙ্কের সাথে বুক কাঁপছে কারণ সামনের অতল গহ্বর দেখে মাথা ঘুরছে।,fear
"আজকে আমরা সবাই অত্যন্ত আনন্দিত কারণ বাবা সুন্দর একটি উপহার দিয়েছেন, ধন্যবাদ।",happy
তিনি প্রতিদিন ছাত্ররা লাইব্রেরিতে ইতিহাস পড়তে ভালোবাসেন এবং সবাই মিলে গুরুত্বপূর্ণ সিদ্ধান্ত নিয়েছে।,neutral
আমরা অত্যন্ত বিষণ্ণ কারণ আমাদের সব স্বপ্ন ভেঙে গেল।,sad
তিনি সাধারণত বই ও কলম রাখেন যা মানুষের জ্ঞান বৃদ্ধি করতে সাহায্য করে।,neutral
আমার বন্ধু ভীষণ ভেঙে পড়েছি কারণ আমাদের সব স্বপ্ন ভেঙে গেল।,sad
আমার বন্ধু আজ জয় পেয়েছি এবং সবাই আমাদের অভিনন্দন জানাচ্ছে।,happy
আমার বন্ধু সত্যিই দুঃখিত এবং চারপাশটা অন্ধকার ও শূন্য লাগছে।,sad
আমার পরিবার দারুণ উচ্ছ্বসিত এবং সবাই আমাদের অভিনন্দন জানাচ্ছে।,happy
বিজ্ঞানীরা ল্যাবে বিজ্ঞানীরা নতুন খবরের কাগজ পড়েন যা অত্যন্ত প্রয়োজনীয় একটি উপাদান।,neutral
আজকে আমি একা সত্যিই খারাপ এবং নিজেকে খুব আশাহীন ও একা মনে হচ্ছে।,sad
সে টেবিলের ওপর বই ও কলম রাখেন যা স্বাস্থ্যের জন্য অনেক উপকারী।,neutral
চাকরি পেয়ে আমি মন থেকে জয় পেয়েছি কারণ চাকরিটা অবশেষে পেয়ে গেলাম।,happy
আমরা ভীষণ রকম রাগান্বিত কারণ তোমার অপমানজনক আচরণ সীমা ছাড়িয়েছে।,angry
চাকরি পেয়ে আমি আজ উজ্জ্বল হাসছি কারণ আমাদের সব চেষ্টা সফল হয়েছে।,happy
তিনি প্রতিদিন ছাত্ররা লাইব্রেরিতে অফিসের কাজ করেন এবং পরিবেশ সুন্দর রাখতে বড় ভূমিকা রাখে।,neutral
ঢাকা বাংলাদেশের ছাত্ররা লাইব্রেরিতে সুতির পোশাক পরিধান করেন এবং সাধারণ কাজগুলো সফলভাবে সম্পন্ন করেছে।,neutral
আমার বড় ভাই ভীষণ অসন্তুষ্ট কারণ তোমার অপমানজনক আচরণ সীমা ছাড়িয়েছে।,angry
আজ আমার মেজাজ অত্যন্ত সহ্য করতে পারছি না কারণ সবাই আমার নামে ষড়যন্ত্র করছে।,angry
আমরা ছাত্ররা লাইব্রেরিতে অক্সিজেন দিয়ে পরিবেশ রক্ষা করেন যা স্বাস্থ্যের জন্য অনেক উপকারী।,neutral
আজ আমাদের মন মন থেকে সুখী কারণ পরীক্ষায় জিপিএ ৫ পেয়েছি।,happy
পরীক্ষার পর আমি অসাধারণ সফল হয়েছি এবং মনটা অনেক হালকা ও সতেজ লাগছে।,happy
আমাদের দেশে নিয়মিত মেঘলা আকাশ দেখেন কারণ এটি আমাদের দেশের প্রধান রাজধানী।,neutral
আমাদের দল চরমভাবে উত্তেজিত হয়েছি এবং আমার ব্যক্তিগত ব্যাপারে নাক গলাবে না।,angry
"পরীক্ষার পর আমি দারুণ খুশি কারণ বাবা সুন্দর একটি উপহার দিয়েছেন, ধন্যবাদ।",happy
আমি খুবই বুক কাঁপছে এবং ঐ গভীর জঙ্গলে একা রাত কাটাতে পারবো না।,fear
আমার বন্ধু অনেক বিরক্ত কারণ সে কাজের মাঝে ফালতু বিরক্ত করছে।,angry
তিনি গাছপালা আমাদের বই ও কলম রাখেন এবং সবাই মিলে গুরুত্বপূর্ণ সিদ্ধান্ত নিয়েছে।,neutral
আমি অনেক আনন্দিত এবং সবাই আমাদের অভিনন্দন জানাচ্ছে।,happy
আমরা বিজ্ঞানীরা নতুন ফুটবল খেলতে যান যা স্বাস্থ্যের জন্য অনেক উপকারী।,neutral
আমরা খুবই শঙ্কিত বোধ করছি এবং অজানা কোনো বিপদের আশঙ্কায় কাঁপছি।,fear
আমাদের টিম অনেক অস্বস্তি বোধ করছি কারণ মনে হচ্ছে কেউ ঘরের দরজায় নক করছে।,fear
আমি ভীষণ হতাশ এবং কেউ আমার মনের কষ্ট বোঝে না।,sad
আমার মা খুবই ভয় পাচ্ছি কারণ পরীক্ষার ফলাফল কী হবে তা বুঝতে পারছি না।,fear
"আজকে আমরা সবাই আজ উজ্জ্বল হাসছি কারণ বাবা সুন্দর একটি উপহার দিয়েছেন, ধন্যবাদ।",happy
আমি খুবই আতঙ্কিত হয়েছি এবং বিপদের মুখে দাঁড়িয়ে হাত-পা অবশ হচ্ছে।,fear
আমার ছোট ভাই মন থেকে খারাপ এবং কেউ আমার মনের কষ্ট বোঝে না।,sad
আমরা অত্যন্ত গা শিউরে উঠছে কারণ হঠাৎ একটা বিকট শব্দ শুনে চমকে উঠলাম।,fear
আমরা অনেক উচ্ছ্বসিত কারণ পরীক্ষায় জিপিএ ৫ পেয়েছি।,happy
আমাদের দেশে নিয়মিত সাইকেল পরিষ্কার করেন এবং তারা দলগত আলোচনা সভার আয়োজন করেছে।,neutral
আমি ভীষণ রকম ঘৃণা করছি এবং তোমার এই নোংরা স্বভাব আর বদলাবে না।,angry
অন্ধকারে আমি মনে মনে আতঙ্ক গ্রাস করছে এবং ঐ গভীর জঙ্গলে একা রাত কাটাতে পারবো না।,fear
খবর শুনে আমি সত্যিই হতাশ কারণ চাকরিটা হাতছাড়া হয়ে গেল।,sad
"আমার বন্ধু ভীষণ রকম জয় পেয়েছি কারণ বাবা সুন্দর একটি উপহার দিয়েছেন, ধন্যবাদ।",happy
আমি মন থেকে সহ্য করতে পারছি না এবং তোমার এই ফালতু আচরণ আর সহ্য হবে না।,angry
আমার মা আজ বুক কাঁপছে এবং ঐ অন্ধকার ও ভূতুড়ে বাড়িটার সামনে দিয়ে যাওয়ার সাহস নেই।,fear
আমার ছোট বোন দারুণ গর্বিত এবং আজকের দিনটি চমৎকার ও সুন্দর কাটল।,happy
আমার বোন মনে মনে শঙ্কিত বোধ করছি এবং অজানা কোনো বিপদের আশঙ্কায় কাঁপছি।,fear
আমার বড় ভাই আজ ঘৃণা করছি কারণ তুমি আমার সাথে মিথ্যা কথা বলেছ।,angry
আজকে আমি সবার ওপর অত্যন্ত ক্ষোভ প্রকাশ করছি কারণ সে কাজের মাঝে ফালতু বিরক্ত করছে।,angry
তারা আজকে সাইকেল পরিষ্কার করেন এবং সাধারণ জীবনযাপন করতে ভালোবাসেন।,neutral
তিনি নিয়মিত ইতিহাস পড়তে ভালোবাসেন কারণ এটি আমাদের দেশের প্রধান রাজধানী।,neutral
ব্যর্থতার পর আমি অনেক অসহায় লাগছে এবং চোখ দিয়ে অশ্রু ঝরছে।,sad
শিক্ষকেরা ক্লাসে সাধারণত অক্সিজেন দিয়ে পরিবেশ রক্ষা করেন কারণ এটি আমাদের দেশের প্রধান রাজধানী।,neutral
আমরা খুবই তৃপ্ত কারণ চাকরিটা অবশেষে পেয়ে গেলাম।,happy
তিনি টেবিলের ওপর অফিসের কাজ করেন এবং তারা দলগত আলোচনা সভার আয়োজন করেছে।,neutral
আমাদের দেশে আজকে অফিসের কাজ করেন কারণ এটি তাদের দৈনন্দিন রুটিন।,neutral
বিজ্ঞানীরা ল্যাবে বিকালে খবরের কাগজ পড়েন যা অত্যন্ত প্রয়োজনীয় একটি উপাদান।,neutral
আজ আমার মন ভীষণ ভেঙে পড়েছি এবং কেউ আমার মনের কষ্ট বোঝে না।,sad
আমার ছোট ভাই অত্যন্ত অস্বস্তি বোধ করছি এবং ভীতি দূর করার কোনো উপায় পাচ্ছি না।,fear
আমি ভীষণ রকম গা শিউরে উঠছে কারণ মনে হচ্ছে কেউ ঘরের দরজায় নক করছে।,fear
আমার ছোট বোন অত্যন্ত সফল হয়েছি কারণ পরীক্ষায় জিপিএ ৫ পেয়েছি।,happy
অন্ধকারে আমি চরম বুক কাঁপছে এবং ঐ অন্ধকার ও ভূতুড়ে বাড়িটার সামনে দিয়ে যাওয়ার সাহস নেই।,fear
সে বিজ্ঞানীরা নতুন অফিসের কাজ করেন এবং সবাই মিলে গুরুত্বপূর্ণ সিদ্ধান্ত নিয়েছে।,neutral
খবর শুনে আমি মন থেকে খারাপ কারণ চাকরিটা হাতছাড়া হয়ে গেল।,sad
আজকে আমি সবার ওপর চরমভাবে উত্তেজিত হয়েছি কারণ তুমি আমার সাথে মিথ্যা কথা বলেছ।,angry
আমার ভাই সত্যিই আনন্দিত এবং মনটা অনেক হালকা ও সতেজ লাগছে।,happy
বিপদের মুখে আমি ভীষণ রকম হাত পা ঠাণ্ডা হচ্ছে কারণ মনে হচ্ছে কেউ আমার পিছু নিচ্ছে।,fear
বিজ্ঞানীরা ল্যাবে আজকে অক্সিজেন দিয়ে পরিবেশ রক্ষা করেন যা স্বাস্থ্যের জন্য অনেক উপকারী।,neutral
"আমার ছোট বোন খুবই সুখী কারণ বাবা সুন্দর একটি উপহার দিয়েছেন, ধন্যবাদ।",happy
আমার ছোট ভাই সত্যিই কষ্ট পাচ্ছি কারণ আমাদের সব স্বপ্ন ভেঙে গেল।,sad
আমার ছোট ভাই ভেতরে ভেতরে বিষণ্ণ কারণ চাকরিটা হাতছাড়া হয়ে গেল।,sad
আমার সহকর্মী আজ অসন্তুষ্ট কারণ তোমার অপমানজনক আচরণ সীমা ছাড়িয়েছে।,angry
অন্ধকারে আমি সত্যিই আতঙ্কিত হয়েছি কারণ মনে হচ্ছে কেউ ঘরের দরজায় নক করছে।,fear
তারা টেবিলের ওপর ফুটবল খেলতে যান এবং সাধারণ জীবনযাপন করতে ভালোবাসেন।,neutral
আমি খুবই তৃপ্ত কারণ চাকরিটা অবশেষে পেয়ে গেলাম।,happy
তারা সকালে ফুটবল খেলতে যান এবং সবাই মিলে গুরুত্বপূর্ণ সিদ্ধান্ত নিয়েছে।,neutral
আমার ছোট ভাই ভীষণ রকম আশঙ্কায় আছি কারণ মনে হচ্ছে কেউ ঘরের দরজায় নক করছে।,fear
আজ আমার মন খুবই ভেঙে পড়েছি এবং অতীতের স্মৃতির কারণে খুব কষ্ট হচ্ছে।,sad
অন্যায় দেখে আমি অনেক বিরক্ত এবং আমার ব্যক্তিগত ব্যাপারে নাক গলাবে না।,angry
তিনি বিকালে ফুটবল খেলতে যান এবং সাধারণ কাজগুলো সফলভাবে সম্পন্ন করেছে।,neutral
বিপদের মুখে আমি ভীষণ অস্বস্তি বোধ করছি এবং ভীতি দূর করার কোনো উপায় পাচ্ছি না।,fear
আজকে আমি একা সত্যিই বেদনাদায়ক অবস্থায় আছি এবং অতীতের স্মৃতির কারণে খুব কষ্ট হচ্ছে।,sad
পরীক্ষার পর আমি খুবই তৃপ্ত কারণ আমাদের সব চেষ্টা সফল হয়েছে।,happy
আমরা গাছপালা আমাদের অক্সিজেন দিয়ে পরিবেশ রক্ষা করেন এবং তারা দলগত আলোচনা সভার আয়োজন করেছে।,neutral
আমরা নিয়মিত ফুটবল খেলতে যান এবং পরিবেশ সুন্দর রাখতে বড় ভূমিকা রাখে।,neutral
আমি অত্যন্ত আতঙ্কিত হয়েছি কারণ মনে হচ্ছে কেউ ঘরের দরজায় নক করছে।,fear
আজ আমাদের মন অত্যন্ত ভয় পাচ্ছি কারণ হঠাৎ একটা বিকট শব্দ শুনে চমকে উঠলাম।,fear
ঢাকা বাংলাদেশের বিকালে ছবি তুলতে পছন্দ করেন এবং সবাই মিলে গুরুত্বপূর্ণ সিদ্ধান্ত নিয়েছে।,neutral
চাকরি পেয়ে আমি খুবই সফল হয়েছি এবং সবার সাথে আনন্দ ভাগ করে নিচ্ছি।,happy
"আজ আমাদের মন দারুণ গর্বিত কারণ বাবা সুন্দর একটি উপহার দিয়েছেন, ধন্যবাদ।",happy
আমরা সত্যিই বুক কাঁপছে কারণ মনে হচ্ছে কেউ আমার পিছু নিচ্ছে।,fear
আমরা মন থেকে তৃপ্ত কারণ আমাদের সব চেষ্টা সফল হয়েছে।,happy
আমার ছোট বোন দারুণ উচ্ছ্বসিত এবং সবার সাথে আনন্দ ভাগ করে নিচ্ছি।,happy
আমার মা অত্যন্ত শঙ্কিত বোধ করছি এবং ভীতি দূর করার কোনো উপায় পাচ্ছি না।,fear
আমাদের পুরো পরিবার ভীষণ রকম বেদনাদায়ক অবস্থায় আছি এবং অতীতের স্মৃতির কারণে খুব কষ্ট হচ্ছে।,sad
তারা বিকালে অফিসের কাজ করেন যা মানুষের জ্ঞান বৃদ্ধি করতে সাহায্য করে।,neutral
পরীক্ষার পর আমি ভীষণ রকম সুখী এবং চারপাশে শুধু হাসি আর গান দেখছি।,happy
আমার পরিবার দারুণভাবে কষ্ট পাচ্ছি এবং কেউ আমার মনের কষ্ট বোঝে না।,sad
আজকে আমি একা ঘরে সত্যিই শঙ্কিত বোধ করছি এবং ঐ অন্ধকার ও ভূতুড়ে বাড়িটার সামনে দিয়ে যাওয়ার সাহস নেই।,fear
চাকরি পেয়ে আমি মন থেকে গর্বিত এবং সবাই আমাদের অভিনন্দন জানাচ্ছে।,happy
চাকরি পেয়ে আমি মন থেকে তৃপ্ত এবং সবার সাথে আনন্দ ভাগ করে নিচ্ছি।,happy
আজকে আমি একা আজ কষ্ট পাচ্ছি এবং নিজেকে খুব আশাহীন ও একা মনে হচ্ছে।,sad
আমরা সাধারণত খবরের কাগজ পড়েন এবং সাধারণ জীবনযাপন করতে ভালোবাসেন।,neutral
ঢাকা বাংলাদেশের ছাত্ররা লাইব্রেরিতে অফিসের কাজ করেন এবং তারা দলগত আলোচনা সভার আয়োজন করেছে।,neutral
আমার বন্ধু দারুণভাবে কষ্ট পাচ্ছি কারণ প্রিয় মানুষটি দূরে চলে গেছে।,sad
ব্যর্থতার পর আমি ভেতরে ভেতরে একাকীত্বে ভুগছি কারণ চাকরিটা হাতছাড়া হয়ে গেল।,sad
আমাদের দেশে কৃষকেরা জমিতে খবরের কাগজ পড়েন এবং তারা দলগত আলোচনা সভার আয়োজন করেছে।,neutral
আমার বন্ধু মন থেকে দুঃখিত কারণ চাকরিটা হাতছাড়া হয়ে গেল।,sad
চাকরি পেয়ে আমি আজ জয় পেয়েছি কারণ পরীক্ষায় জিপিএ ৫ পেয়েছি।,happy
আমাদের টিম ভীষণ বুক কাঁপছে কারণ মনে হচ্ছে কেউ আমার পিছু নিচ্ছে।,fear
আমার বন্ধু দারুণভাবে অসহায় লাগছে এবং কেউ আমার মনের কষ্ট বোঝে না।,sad
আমার সহকর্মী অনেক সহ্য করতে পারছি না কারণ তোমার অপমানজনক আচরণ সীমা ছাড়িয়েছে।,angry
আমরা অনেক ভালো লাগছে এবং মনটা অনেক হালকা ও সতেজ লাগছে।,happy
প্রতারণা দেখে আমি সত্যিই ঘৃণা করছি কারণ তুমি আমার বিশ্বাস নিয়ে প্রতারণা করেছ।,angry
তিনি গাছপালা আমাদের ফুটবল খেলতে যান এবং পরিবেশ সুন্দর রাখতে বড় ভূমিকা রাখে।,neutral
আজকে আমি একা ঘরে চরম শঙ্কিত বোধ করছি কারণ সামনের অতল গহ্বর দেখে মাথা ঘুরছে।,fear
আমি ভীষণ হাত পা ঠাণ্ডা হচ্ছে কারণ হঠাৎ একটা বিকট শব্দ শুনে চমকে উঠলাম।,fear
আমি আজ শঙ্কিত বোধ করছি কারণ মনে হচ্ছে কেউ ঘরের দরজায় নক করছে।,fear
তিনি প্রতিদিন গাছপালা আমাদের ইতিহাস পড়তে ভালোবাসেন এবং তারা দলগত আলোচনা সভার আয়োজন করেছে।,neutral
আজকে আমি একা ঘরে ভীষণ রকম আতঙ্কিত হয়েছি এবং ঐ গভীর জঙ্গলে একা রাত কাটাতে পারবো না।,fear
আমি অনেক হাত পা ঠাণ্ডা হচ্ছে এবং বিপদের মুখে দাঁড়িয়ে হাত-পা অবশ হচ্ছে।,fear
আজ আমাদের মন খুবই খুশি এবং আজকের দিনটি চমৎকার ও সুন্দর কাটল।,happy
আমি মন থেকে কষ্ট পাচ্ছি এবং কেউ আমার মনের কষ্ট বোঝে না।,sad
আজকে আমি সবার ওপর খুবই ঘৃণা করছি এবং এখনই আমার চোখের সামনে থেকে দূরে যাও।,angry
আজ আমাদের মন অসাধারণ আনন্দিত এবং আমাদের নতুন বাড়িটি দেখতে সুন্দর লাগছে।,happy
আমার মা অনেক আশঙ্কায় আছি এবং বিপদের মুখে দাঁড়িয়ে হাত-পা অবশ হচ্ছে।,fear
তিনি প্রতিদিন ছাত্ররা লাইব্রেরিতে ফুটবল খেলতে যান এবং সাধারণ কাজগুলো সফলভাবে সম্পন্ন করেছে।,neutral
সে গাছপালা আমাদের ইতিহাস পড়তে ভালোবাসেন কারণ এটি আমাদের দেশের প্রধান রাজধানী।,neutral
তারা গাছপালা আমাদের অক্সিজেন দিয়ে পরিবেশ রক্ষা করেন কারণ এটি আমাদের দেশের প্রধান রাজধানী।,neutral
অন্যায় দেখে আমি সত্যিই রাগান্বিত কারণ সবাই আমার নামে ষড়যন্ত্র করছে।,angry
বিজ্ঞানীরা ল্যাবে বিকালে সাইকেল পরিষ্কার করেন কারণ এটি আমাদের দেশের প্রধান রাজধানী।,neutral
ব্যর্থতার পর আমি অত্যন্ত কান্না পাচ্ছি এবং কেউ আমার মনের কষ্ট বোঝে না।,sad
তিনি বিজ্ঞানীরা নতুন ইতিহাস পড়তে ভালোবাসেন কারণ এটি তাদের দৈনন্দিন রুটিন।,neutral
আমার বন্ধু চরমভাবে ক্ষোভ প্রকাশ করছি কারণ সে কাজের মাঝে ফালতু বিরক্ত করছে।,angry
আমি ভীষণ অপমানিত বোধ করছি এবং এই চরম অন্যায় আমি কোনোভাবেই মেনে নেব না।,angry
বিপদের মুখে আমি আতঙ্কের সাথে হাত পা ঠাণ্ডা হচ্ছে এবং অজানা কোনো বিপদের আশঙ্কায় কাঁপছি।,fear
প্রতারণা দেখে আমি সত্যিই মেজাজ খারাপ করছি কারণ তুমি আমার বিশ্বাস নিয়ে প্রতারণা করেছ।,angry
আজকে আমি একা ঘরে সত্যিই আশঙ্কায় আছি এবং বিপদের মুখে দাঁড়িয়ে হাত-পা অবশ হচ্ছে।,fear
আজ আমার মেজাজ চরম ক্ষুব্ধ এবং তোমার এই নোংরা স্বভাব আর বদলাবে না।,angry
আমার ছোট বোন দারুণ খুশি কারণ চাকরিটা অবশেষে পেয়ে গেলাম।,happy
আমি সত্যিই উজ্জ্বল হাসছি এবং মনটা অনেক হালকা ও সতেজ লাগছে।,happy
আমাদের পুরো পরিবার অত্যন্ত হতাশ এবং নিজেকে খুব আশাহীন ও একা মনে হচ্ছে।,sad
আমার বন্ধু ভীষণ সহ্য করতে পারছি না এবং এই চরম অন্যায় আমি কোনোভাবেই মেনে নেব না।,angry
আমাদের টিম ভীষণ রকম আতঙ্কিত হয়েছি এবং অজানা কোনো বিপদের আশঙ্কায় কাঁপছি।,fear
আমার বোন ভীষণ আশঙ্কায় আছি এবং অজানা কোনো বিপদের আশঙ্কায় কাঁপছি।,fear
আমি অত্যন্ত অসহায় লাগছে কারণ পরীক্ষায় আমি ফেইল করেছি।,sad
চাকরি পেয়ে আমি মন থেকে আনন্দিত এবং আমাদের নতুন বাড়িটি দেখতে সুন্দর লাগছে।,happy
আমরা সত্যিই উচ্ছ্বসিত কারণ পরীক্ষায় জিপিএ ৫ পেয়েছি।,happy
তারা বিজ্ঞানীরা নতুন অক্সিজেন দিয়ে পরিবেশ রক্ষা করেন কারণ এটি আমাদের দেশের প্রধান রাজধানী।,neutral
আমার পরিবার খুবই খারাপ এবং মনে শুধু একাকীত্ব ও শূন্যতা বিরাজ করছে।,sad
আমার বন্ধু ভীষণ সহ্য করতে পারছি না এবং তোমার এই ফালতু আচরণ আর সহ্য হবে না।,angry
"পরীক্ষার পর আমি মন থেকে সফল হয়েছি কারণ বাবা সুন্দর একটি উপহার দিয়েছেন, ধন্যবাদ।",happy
আমার ছোট বোন ভীষণ তৃপ্ত এবং আজকের দিনটি চমৎকার ও সুন্দর কাটল।,happy
আমার বড় ভাই ভীষণ উত্তেজিত হয়েছি এবং আমার ব্যক্তিগত ব্যাপারে নাক গলাবে না।,angry
আমাদের দেশে কৃষকেরা জমিতে সুতির পোশাক পরিধান করেন যা স্বাস্থ্যের জন্য অনেক উপকারী।,neutral
আমি অত্যন্ত মেজাজ খারাপ করছি এবং এখনই আমার চোখের সামনে থেকে দূরে যাও।,angry
"আমরা আজ সুখী কারণ বাবা সুন্দর একটি উপহার দিয়েছেন, ধন্যবাদ।",happy
পরীক্ষার পর আমি অসাধারণ উজ্জ্বল হাসছি কারণ আমাদের সব চেষ্টা সফল হয়েছে।,happy
ব্যর্থতার পর আমি সত্যিই দুঃখিত এবং মনে শুধু একাকীত্ব ও শূন্যতা বিরাজ করছে।,sad
আমি ভীষণ বুক কাঁপছে কারণ পরীক্ষার ফলাফল কী হবে তা বুঝতে পারছি না।,fear
আমার সহকর্মী ভীষণ সহ্য করতে পারছি না কারণ তুমি আমার সাথে মিথ্যা কথা বলেছ।,angry
বিজ্ঞানীরা ল্যাবে বিজ্ঞানীরা নতুন বই ও কলম রাখেন কারণ এটি আমাদের দেশের প্রধান রাজধানী।,neutral
আমরা দারুণ গর্বিত এবং মনটা অনেক হালকা ও সতেজ লাগছে।,happy
আমি চরম অস্বস্তি বোধ করছি এবং অজানা কোনো বিপদের আশঙ্কায় কাঁপছি।,fear
আজকে আমি একা ঘরে আতঙ্কের সাথে শঙ্কিত বোধ করছি এবং বিপদের মুখে দাঁড়িয়ে হাত-পা অবশ হচ্ছে।,fear
তিনি সকালে ছবি তুলতে পছন্দ করেন যা স্বাস্থ্যের জন্য অনেক উপকারী।,neutral
তারা আজকে সাইকেল পরিষ্কার করেন কারণ এটি আমাদের দেশের প্রধান রাজধানী।,neutral
আমার বড় ভাই চরম ক্ষোভ প্রকাশ করছি এবং তোমার এই ফালতু আচরণ আর সহ্য হবে না।,angry
আমি মন থেকে হতাশ এবং চারপাশটা অন্ধকার ও শূন্য লাগছে।,sad
আজ আমাদের মন মনে মনে আশঙ্কায় আছি এবং ঐ গভীর জঙ্গলে একা রাত কাটাতে পারবো না।,fear
"আমি আজ তৃপ্ত কারণ বাবা সুন্দর একটি উপহার দিয়েছেন, ধন্যবাদ।",happy
আমার ছোট ভাই অনেক ভেঙে পড়েছি কারণ চাকরিটা হাতছাড়া হয়ে গেল।,sad
আমার বন্ধু ভীষণ রকম একাকীত্বে ভুগছি এবং অতীতের স্মৃতির কারণে খুব কষ্ট হচ্ছে।,sad
আমাদের দেশে বিজ্ঞানীরা নতুন মেঘলা আকাশ দেখেন যা মানুষের জ্ঞান বৃদ্ধি করতে সাহায্য করে।,neutral
আমি খুবই সহ্য করতে পারছি না কারণ সবাই আমার নামে ষড়যন্ত্র করছে।,angry
আমরা ভীষণ গা শিউরে উঠছে কারণ পরীক্ষার ফলাফল কী হবে তা বুঝতে পারছি না।,fear
অন্ধকারে আমি ভীষণ ভীত হয়েছি কারণ হঠাৎ একটা বিকট শব্দ শুনে চমকে উঠলাম।,fear
সে গাছপালা আমাদের অফিসের কাজ করেন এবং পরিবেশ সুন্দর রাখতে বড় ভূমিকা রাখে।,neutral
